[2024-11-25 07:17:37] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 07:17:37] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-25 07:17:37] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 07:17:39] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 07:17:39] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 07:17:39] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 07:17:43] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732519057\
[2024-11-25 07:17:43] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Romail-hayat.github.io/
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/floating-bars-var-2.6e9b0bce703a2a6f2410.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/floating-bars-var-2.c6ca10c575bf96977799.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/floating-bars-var-3.e3ae97fbef2242a8b036.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/floating-bars-var-3.f126e30880b01ca9a308.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/form-submission-admin.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/form-submission-admin.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/form.3b797cf593ad0ec04b83.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/form.a8f0864f4b4fda696ad1.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/frontend.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/frontend.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/gallery.1628df47530ab42dafba.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/gallery.b7d55bc976e04f751975.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/gutenberg-woocommerce-notice.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/gutenberg-woocommerce-notice.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/hotspot.d513dd152bf605a2ffbf.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/hotspot.fa04300164c35a866a51.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.a3c65615c1de5560962d.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.eba4ace24dcc63eadac0.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.eba4ace24dcc63eadac0.bundle.min.js.LICENSE.txt
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/load-more.8b46f464e573feab5dd7.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/load-more.f5ecc1c66872d0bd2d17.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop-carousel.5108cb72ebb124297adb.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop-carousel.f8067ec0c24b628c786e.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop-filter-editor.46a4c013b80a381a50c9.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop-filter-editor.67dfa5d044d7bd86bd6f.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop.4a16d82b8b5e3e00f25e.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/loop.da94e53412e56933f721.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/lottie.a02a01f29c0733918ac7.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/lottie.e74a53bfa4c0bd939250.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/media-carousel.04412cb9b4479aa37408.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/media-carousel.afbaabb756a7c18ddb09.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu-editor.bf20b71b37f3d569ab77.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu-editor.c7a0b6827e67a5dd2350.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu-stretch-content.0d76e4a3b7bf65ff6f9b.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu-stretch-content.480e081cebe071d683e8.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu.874d0f2de4fd151185dc.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/mega-menu.fe4f38a4ef93d528723e.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/menu-title-keyboard-handler.77332e668c3cf609c924.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/menu-title-keyboard-handler.dff562edd49e93d1658e.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nav-menu.1a66dd30011cc2fc8842.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nav-menu.7e665d03657d48aef483.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.0df35e0e1a284d4bd18b.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nested-carousel-editor.6d7500036d0766bbe2fc.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nested-carousel.72d7c7e8361a33112452.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/nested-carousel.89e4316f7581676fce8a.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/363.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/363.min.js.LICENSE.txt
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes-app-initiator.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes-app.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.0b71c4c17860dfe25d59.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.3501c11d63bc4f4d5b89.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/off-canvas.36a6fc185766f194fd8a.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/off-canvas.c95061fdc941d4af3b58.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.asset.php
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.asset.php
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.strings.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.asset.php
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.strings.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.asset.php
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/packages/ui/ui.strings.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/page-transitions.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/paypal-button.55ffb013a3fe565f55a5.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/paypal-button.f4f64e46173f50701949.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/popup.996738ad83c089bcc0b9.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/popup.f7b15b2ca565b152bf98.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/portfolio.4cd5da34009c30cb5d70.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/portfolio.5727b56368be256d0893.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/posts.aec59265318492b89cb5.bundle.min.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/posts.e99f84b83c36d4568ffe.bundle.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/preview.js
[2024-11-25 07:17:46] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/preview.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/product-add-to-cart.51a22e1fbd8f914ab3d5.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/product-add-to-cart.d5883897e035f9c53c5e.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/progress-tracker.8cccdda9737c272489fc.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/progress-tracker.fd1d31a26340ed74e10a.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/qunit-tests.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/qunit-tests.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/screenshot.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/screenshot.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/search-form.8941aba5c12cdb05fb7c.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/search-form.b7065999d77832a1b764.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/search.48937a4ca41a631c75f1.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/search.c1431bd892d9870d7053.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/share-buttons.63d984f8c96d1e053bc0.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/share-buttons.fda49c1691f4a352c7ef.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/slides.bcd16bbde90338846bd7.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/slides.c0029640cbdb48199471.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/social.ac16c075939dcb93f70c.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/social.f215e8a3efafbdbeb7ef.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/stripe-button.61d93594d6b7865f8b3f.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/stripe-button.cf3f67d6b95e0138bb6b.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/table-of-contents.706ffc609e73df296eed.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/table-of-contents.a69f0926fa4d59c22200.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/taxonomy-filter.ce05524d53c2d4c5aa24.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/taxonomy-filter.e839f2be32b7ea832b34.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/video-playlist.9e1bbc4fcb37864c89d6.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/video-playlist.af20fd9fd8778929829e.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.79b5dc500681930471c6.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-cart.d0d01530f5be6736b5d2.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.10d97c3a8cb77aebc1bf.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-checkout-page.776b4cec45070fe32636.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.81f5bafc26b94cc86238.bundle.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-menu-cart.eb61fe086245485310a4.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.4e940a8b4a52d1c98c5c.bundle.min.js
[2024-11-25 07:17:47] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor-pro/assets/js/woocommerce-my-account.7a9d36b2c12b970c6616.bundle.js
