[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-25 16:06:38] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-25 16:06:39] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-25 16:06:39] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-25 16:06:39] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-25 16:06:42] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798\
[2024-11-25 16:06:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Romail-hayat.github.io/
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099831ca-Drec6Q.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:b8d43bf2e1e06d43d91633761747d5f00874dc12===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0998b0eb-5Ofd45.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=6317
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=6317
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 255 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0998b0eb-5Ofd45.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:8b06bf703a96800272c51e987a6b23d788db718f===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 50 of 1008 pages/files
[2024-11-25 16:06:49] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-25 16:06:49] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-25 16:06:49] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:69] Total pages: 1008; Pages remaining: 908
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a09994ffd-Es4jJT.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=6318
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=6318
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 206 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a09994ffd-Es4jJT.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:d7af9caeef75433a037b598ae10ee97f187e70d4===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a0999c4b5-VYG9xw.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=6319
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=6319
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 261 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a0999c4b5-VYG9xw.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:7ebb05207931e1e0513ae3cd53a7a20037d13e6e===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099a5c57-CAjDwa.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=6320
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=6320
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 212 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099a5c57-CAjDwa.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:0d2c7bfec4ff7fd019354d3d1e8cbd34a865f4bd===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099ae1c5-Mq04Wn.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=6321
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=6321
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 353 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099ae1c5-Mq04Wn.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:9de5c301daf676c37cc64fb528e17ca2fd6f7908===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099b632d-RVGbOI.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=6322
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=6322
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 264 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099b632d-RVGbOI.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:1c58a1ccb29f020156ad9c65707840654d3e69f3===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099bd41b-qdZxfH.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=6323
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=6323
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 246 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099bd41b-qdZxfH.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:7f77c53b4d18ec330583d40ee1b03062030a1a0e===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099c5402-KbPlaP.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=6324
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=6324
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 184 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099c5402-KbPlaP.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:e001cef697cb1ccbae9bcd390e086748aff762a9===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099ccfd4-YnP0wz.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css?simply_static_page=6325
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css?simply_static_page=6325
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 191 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099ccfd4-YnP0wz.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:e7a5c3dbbfa6dd17912a395193ac0381165ab29d===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099d45f2-fYicPo.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?simply_static_page=6326
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?simply_static_page=6326
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099d45f2-fYicPo.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:5143aa2148b55e01f763b6425a5e1ef13fdcf5ab===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099d9bf1-p63a0Z.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?simply_static_page=6327
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?simply_static_page=6327
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 191 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099d9bf1-p63a0Z.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:239d4fc2d09a922f35deb604bf6a6d5d24c814ec===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099dcfc3-5v27Cz.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?simply_static_page=6328
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css?simply_static_page=6328
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099dcfc3-5v27Cz.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.min.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-25 16:06:49] [class-ss-page.php:119] Checking Content Identical:8487e642dda1b8f34ba93fe5ffcc82549414754a===. Value: FALSE
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2024-11-25 16:06:49] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 1008
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/6744a099e1cbd-PwWV0W.tmp
[2024-11-25 16:06:49] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css?simply_static_page=6329
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Romail-hayat.github.io/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css?simply_static_page=6329
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:103] Filesize: 193 bytes
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2024-11-25 16:06:49] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/6744a099e1cbd-PwWV0W.tmp to C:\wamp64\www\Romail-hayat.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1732550798/wp-content/plugins/elementor/assets/lib/animations/styles/slideInRight.css
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-25 16:06:49] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
